From;Till;Month;Precipitation;Quality;;Tidsutsnitt:;;;;
1839-03-02 07:00:01;1839-04-01 07:00:00;1839-03;9.0;G;;;;;;
1839-04-01 07:00:01;1839-05-01 07:00:00;1839-04;9.0;G;;;;;;
1839-05-02 07:00:01;1839-06-01 07:00:00;1839-05;37.0;G;;;;;;
1839-06-01 07:00:01;1839-07-01 07:00:00;1839-06;75.0;G;;;;;;
1839-07-02 07:00:01;1839-08-01 07:00:00;1839-07;46.0;G;;;;;;
1839-08-02 07:00:01;1839-09-01 07:00:00;1839-08;52.0;G;;;;;;
1839-09-01 07:00:01;1839-10-01 07:00:00;1839-09;78.0;G;;;;;;
1839-10-02 07:00:01;1839-11-01 07:00:00;1839-10;31.0;G;;;;;;
1839-11-01 07:00:01;1839-12-01 07:00:00;1839-11;40.0;G;;;;;;
1839-12-02 07:00:01;1840-01-01 07:00:00;1839-12;15.0;G;;;;;;
1840-01-02 07:00:01;1840-02-01 07:00:00;1840-01;35.0;G;;;;;;
1840-01-31 07:00:01;1840-03-01 07:00:00;1840-02;4.0;G;;;;;;
1840-03-02 07:00:01;1840-04-01 07:00:00;1840-03;6.0;G;;;;;;
1840-04-01 07:00:01;1840-05-01 07:00:00;1840-04;9.0;G;;;;;;
1840-05-02 07:00:01;1840-06-01 07:00:00;1840-05;42.0;G;;;;;;
1840-06-01 07:00:01;1840-07-01 07:00:00;1840-06;34.0;G;;;;;;
1840-07-02 07:00:01;1840-08-01 07:00:00;1840-07;99.0;G;;;;;;
1840-08-02 07:00:01;1840-09-01 07:00:00;1840-08;32.0;G;;;;;;
1840-09-01 07:00:01;1840-10-01 07:00:00;1840-09;79.0;G;;;;;;
1840-10-02 07:00:01;1840-11-01 07:00:00;1840-10;137.0;G;;;;;;
1840-11-01 07:00:01;1840-12-01 07:00:00;1840-11;98.0;G;;;;;;
1840-12-02 07:00:01;1841-01-01 07:00:00;1840-12;10.0;G;;;;;;
1841-01-02 07:00:01;1841-02-01 07:00:00;1841-01;22.0;G;;;;;;
1841-01-30 07:00:01;1841-03-01 07:00:00;1841-02;4.0;G;;;;;;
1841-03-02 07:00:01;1841-04-01 07:00:00;1841-03;19.0;G;;;;;;
1841-04-01 07:00:01;1841-05-01 07:00:00;1841-04;14.0;G;;;;;;
1841-05-02 07:00:01;1841-06-01 07:00:00;1841-05;20.0;G;;;;;;
1841-06-01 07:00:01;1841-07-01 07:00:00;1841-06;72.0;G;;;;;;
1841-07-02 07:00:01;1841-08-01 07:00:00;1841-07;43.0;G;;;;;;
1841-08-02 07:00:01;1841-09-01 07:00:00;1841-08;30.0;G;;;;;;
1841-09-01 07:00:01;1841-10-01 07:00:00;1841-09;24.0;G;;;;;;
1841-10-02 07:00:01;1841-11-01 07:00:00;1841-10;95.0;G;;;;;;
1841-11-01 07:00:01;1841-12-01 07:00:00;1841-11;24.0;G;;;;;;
1841-12-02 07:00:01;1842-01-01 07:00:00;1841-12;86.0;G;;;;;;
1842-01-02 07:00:01;1842-02-01 07:00:00;1842-01;5.0;G;;;;;;
1842-01-30 07:00:01;1842-03-01 07:00:00;1842-02;3.0;G;;;;;;
1842-03-02 07:00:01;1842-04-01 07:00:00;1842-03;31.0;G;;;;;;
1842-04-01 07:00:01;1842-05-01 07:00:00;1842-04;3.0;G;;;;;;
1842-05-02 07:00:01;1842-06-01 07:00:00;1842-05;29.0;G;;;;;;
1842-06-01 07:00:01;1842-07-01 07:00:00;1842-06;41.0;G;;;;;;
1842-07-02 07:00:01;1842-08-01 07:00:00;1842-07;57.0;G;;;;;;
1842-08-02 07:00:01;1842-09-01 07:00:00;1842-08;39.0;G;;;;;;
1842-09-01 07:00:01;1842-10-01 07:00:00;1842-09;62.0;G;;;;;;
1842-10-02 07:00:01;1842-11-01 07:00:00;1842-10;34.0;G;;;;;;
1842-11-01 07:00:01;1842-12-01 07:00:00;1842-11;33.0;G;;;;;;
1842-12-02 07:00:01;1843-01-01 07:00:00;1842-12;22.0;G;;;;;;
1843-01-02 07:00:01;1843-02-01 07:00:00;1843-01;19.0;G;;;;;;
1843-01-30 07:00:01;1843-03-01 07:00:00;1843-02;8.0;G;;;;;;
1843-03-02 07:00:01;1843-04-01 07:00:00;1843-03;5.0;G;;;;;;
1843-04-01 07:00:01;1843-05-01 07:00:00;1843-04;21.0;G;;;;;;
1843-05-02 07:00:01;1843-06-01 07:00:00;1843-05;20.0;G;;;;;;
1843-06-01 07:00:01;1843-07-01 07:00:00;1843-06;60.0;G;;;;;;
1843-07-02 07:00:01;1843-08-01 07:00:00;1843-07;12.0;G;;;;;;
1843-08-02 07:00:01;1843-09-01 07:00:00;1843-08;6.0;G;;;;;;
1843-09-01 07:00:01;1843-10-01 07:00:00;1843-09;29.0;G;;;;;;
1843-10-02 07:00:01;1843-11-01 07:00:00;1843-10;54.0;G;;;;;;
1843-11-01 07:00:01;1843-12-01 07:00:00;1843-11;50.0;G;;;;;;
1843-12-02 07:00:01;1844-01-01 07:00:00;1843-12;16.0;G;;;;;;
1844-01-02 07:00:01;1844-02-01 07:00:00;1844-01;11.0;G;;;;;;
1844-01-31 07:00:01;1844-03-01 07:00:00;1844-02;9.0;G;;;;;;
1844-03-02 07:00:01;1844-04-01 07:00:00;1844-03;14.0;G;;;;;;
1844-04-01 07:00:01;1844-05-01 07:00:00;1844-04;24.0;G;;;;;;
1844-05-02 07:00:01;1844-06-01 07:00:00;1844-05;41.0;G;;;;;;
1844-06-01 07:00:01;1844-07-01 07:00:00;1844-06;69.0;G;;;;;;
1844-07-02 07:00:01;1844-08-01 07:00:00;1844-07;87.0;G;;;;;;
1844-08-02 07:00:01;1844-09-01 07:00:00;1844-08;122.0;G;;;;;;
1844-09-01 07:00:01;1844-10-01 07:00:00;1844-09;74.0;G;;;;;;
1844-10-02 07:00:01;1844-11-01 07:00:00;1844-10;91.0;G;;;;;;
1844-11-01 07:00:01;1844-12-01 07:00:00;1844-11;37.0;G;;;;;;
1844-12-02 07:00:01;1845-01-01 07:00:00;1844-12;11.0;G;;;;;;
1845-01-02 07:00:01;1845-02-01 07:00:00;1845-01;3.0;G;;;;;;
1845-01-30 07:00:01;1845-03-01 07:00:00;1845-02;16.0;G;;;;;;
1845-03-02 07:00:01;1845-04-01 07:00:00;1845-03;12.0;G;;;;;;
1845-04-01 07:00:01;1845-05-01 07:00:00;1845-04;4.0;G;;;;;;
1845-05-02 07:00:01;1845-06-01 07:00:00;1845-05;19.0;G;;;;;;
1845-06-01 07:00:01;1845-07-01 07:00:00;1845-06;10.0;G;;;;;;
1845-07-02 07:00:01;1845-08-01 07:00:00;1845-07;36.0;G;;;;;;
1845-08-02 07:00:01;1845-09-01 07:00:00;1845-08;50.0;G;;;;;;
1845-09-01 07:00:01;1845-10-01 07:00:00;1845-09;81.0;G;;;;;;
1845-10-02 07:00:01;1845-11-01 07:00:00;1845-10;85.0;G;;;;;;
1845-11-01 07:00:01;1845-12-01 07:00:00;1845-11;61.0;G;;;;;;
1845-12-02 07:00:01;1846-01-01 07:00:00;1845-12;37.0;G;;;;;;
1846-01-02 07:00:01;1846-02-01 07:00:00;1846-01;19.0;G;;;;;;
1846-01-30 07:00:01;1846-03-01 07:00:00;1846-02;19.0;G;;;;;;
1846-03-02 07:00:01;1846-04-01 07:00:00;1846-03;43.0;G;;;;;;
1846-04-01 07:00:01;1846-05-01 07:00:00;1846-04;34.0;G;;;;;;
1846-05-02 07:00:01;1846-06-01 07:00:00;1846-05;25.0;G;;;;;;
1846-06-01 07:00:01;1846-07-01 07:00:00;1846-06;34.0;G;;;;;;
1846-07-02 07:00:01;1846-08-01 07:00:00;1846-07;42.0;G;;;;;;
1846-08-02 07:00:01;1846-09-01 07:00:00;1846-08;107.0;G;;;;;;
1846-09-01 07:00:01;1846-10-01 07:00:00;1846-09;3.0;G;;;;;;
1846-10-02 07:00:01;1846-11-01 07:00:00;1846-10;45.0;G;;;;;;
1846-11-01 07:00:01;1846-12-01 07:00:00;1846-11;14.0;G;;;;;;
1846-12-02 07:00:01;1847-01-01 07:00:00;1846-12;34.0;G;;;;;;
1847-01-02 07:00:01;1847-02-01 07:00:00;1847-01;7.0;G;;;;;;
1847-01-30 07:00:01;1847-03-01 07:00:00;1847-02;9.0;G;;;;;;
1847-03-02 07:00:01;1847-04-01 07:00:00;1847-03;12.0;G;;;;;;
1847-04-01 07:00:01;1847-05-01 07:00:00;1847-04;12.0;G;;;;;;
1847-05-02 07:00:01;1847-06-01 07:00:00;1847-05;27.0;G;;;;;;
1847-06-01 07:00:01;1847-07-01 07:00:00;1847-06;29.0;G;;;;;;
1847-07-02 07:00:01;1847-08-01 07:00:00;1847-07;37.0;G;;;;;;
1847-08-02 07:00:01;1847-09-01 07:00:00;1847-08;54.0;G;;;;;;
1847-09-01 07:00:01;1847-10-01 07:00:00;1847-09;55.0;G;;;;;;
1847-10-02 07:00:01;1847-11-01 07:00:00;1847-10;25.0;G;;;;;;
1847-11-01 07:00:01;1847-12-01 07:00:00;1847-11;40.0;G;;;;;;
1847-12-02 07:00:01;1848-01-01 07:00:00;1847-12;21.0;G;;;;;;
1848-01-02 07:00:01;1848-02-01 07:00:00;1848-01;20.0;G;;;;;;
1848-01-31 07:00:01;1848-03-01 07:00:00;1848-02;9.0;G;;;;;;
1848-03-02 07:00:01;1848-04-01 07:00:00;1848-03;32.0;G;;;;;;
1848-04-01 07:00:01;1848-05-01 07:00:00;1848-04;47.0;G;;;;;;
1848-05-02 07:00:01;1848-06-01 07:00:00;1848-05;25.0;G;;;;;;
1848-06-01 07:00:01;1848-07-01 07:00:00;1848-06;40.0;G;;;;;;
1848-07-02 07:00:01;1848-08-01 07:00:00;1848-07;23.0;G;;;;;;
1848-08-02 07:00:01;1848-09-01 07:00:00;1848-08;71.0;G;;;;;;
1848-09-01 07:00:01;1848-10-01 07:00:00;1848-09;27.0;G;;;;;;
1848-10-02 07:00:01;1848-11-01 07:00:00;1848-10;64.0;G;;;;;;
1848-11-01 07:00:01;1848-12-01 07:00:00;1848-11;41.0;G;;;;;;
1848-12-02 07:00:01;1849-01-01 07:00:00;1848-12;18.0;G;;;;;;
1849-01-02 07:00:01;1849-02-01 07:00:00;1849-01;26.0;G;;;;;;
1849-01-30 07:00:01;1849-03-01 07:00:00;1849-02;19.0;G;;;;;;
1849-03-02 07:00:01;1849-04-01 07:00:00;1849-03;4.0;G;;;;;;
1849-04-01 07:00:01;1849-05-01 07:00:00;1849-04;25.0;G;;;;;;
1849-05-02 07:00:01;1849-06-01 07:00:00;1849-05;5.0;G;;;;;;
1849-06-01 07:00:01;1849-07-01 07:00:00;1849-06;36.0;G;;;;;;
1849-07-02 07:00:01;1849-08-01 07:00:00;1849-07;67.0;G;;;;;;
1849-08-02 07:00:01;1849-09-01 07:00:00;1849-08;75.0;G;;;;;;
1849-09-01 07:00:01;1849-10-01 07:00:00;1849-09;22.0;G;;;;;;
1849-10-02 07:00:01;1849-11-01 07:00:00;1849-10;15.0;G;;;;;;
1849-11-01 07:00:01;1849-12-01 07:00:00;1849-11;21.0;G;;;;;;
1849-12-02 07:00:01;1850-01-01 07:00:00;1849-12;10.0;G;;;;;;
1850-01-02 07:00:01;1850-02-01 07:00:00;1850-01;30.0;G;;;;;;
1850-01-30 07:00:01;1850-03-01 07:00:00;1850-02;23.0;G;;;;;;
1850-03-02 07:00:01;1850-04-01 07:00:00;1850-03;15.0;G;;;;;;
1850-04-01 07:00:01;1850-05-01 07:00:00;1850-04;1.0;G;;;;;;
1850-05-02 07:00:01;1850-06-01 07:00:00;1850-05;35.0;G;;;;;;
1850-06-01 07:00:01;1850-07-01 07:00:00;1850-06;43.0;G;;;;;;
1850-07-02 07:00:01;1850-08-01 07:00:00;1850-07;52.0;G;;;;;;
1850-08-02 07:00:01;1850-09-01 07:00:00;1850-08;98.0;G;;;;;;
1850-09-01 07:00:01;1850-10-01 07:00:00;1850-09;44.0;G;;;;;;
1850-10-02 07:00:01;1850-11-01 07:00:00;1850-10;66.0;G;;;;;;
1850-11-01 07:00:01;1850-12-01 07:00:00;1850-11;50.0;G;;;;;;
1850-12-02 07:00:01;1851-01-01 07:00:00;1850-12;1.0;G;;;;;;
1851-01-02 07:00:01;1851-02-01 07:00:00;1851-01;6.0;G;;;;;;
1851-01-30 07:00:01;1851-03-01 07:00:00;1851-02;11.0;G;;;;;;
1851-03-02 07:00:01;1851-04-01 07:00:00;1851-03;1.0;G;;;;;;
1851-04-01 07:00:01;1851-05-01 07:00:00;1851-04;77.0;G;;;;;;
1851-05-02 07:00:01;1851-06-01 07:00:00;1851-05;30.0;G;;;;;;
1851-06-01 07:00:01;1851-07-01 07:00:00;1851-06;40.0;G;;;;;;
1851-07-02 07:00:01;1851-08-01 07:00:00;1851-07;53.0;G;;;;;;
1851-08-02 07:00:01;1851-09-01 07:00:00;1851-08;73.0;G;;;;;;
1851-09-01 07:00:01;1851-10-01 07:00:00;1851-09;14.0;G;;;;;;
1851-10-02 07:00:01;1851-11-01 07:00:00;1851-10;24.0;G;;;;;;
1851-11-01 07:00:01;1851-12-01 07:00:00;1851-11;117.0;G;;;;;;
1851-12-02 07:00:01;1852-01-01 07:00:00;1851-12;21.0;G;;;;;;
1852-01-02 07:00:01;1852-02-01 07:00:00;1852-01;34.0;G;;;;;;
1852-01-31 07:00:01;1852-03-01 07:00:00;1852-02;1.0;G;;;;;;
1852-03-02 07:00:01;1852-04-01 07:00:00;1852-03;18.0;G;;;;;;
1852-04-01 07:00:01;1852-05-01 07:00:00;1852-04;6.0;G;;;;;;
1852-05-02 07:00:01;1852-06-01 07:00:00;1852-05;11.0;G;;;;;;
1852-06-01 07:00:01;1852-07-01 07:00:00;1852-06;97.0;G;;;;;;
1852-07-02 07:00:01;1852-08-01 07:00:00;1852-07;2.0;G;;;;;;
1852-08-02 07:00:01;1852-09-01 07:00:00;1852-08;72.0;G;;;;;;
1852-09-01 07:00:01;1852-10-01 07:00:00;1852-09;20.0;G;;;;;;
1852-10-02 07:00:01;1852-11-01 07:00:00;1852-10;50.0;G;;;;;;
1852-11-01 07:00:01;1852-12-01 07:00:00;1852-11;58.0;G;;;;;;
1852-12-02 07:00:01;1853-01-01 07:00:00;1852-12;38.0;G;;;;;;
1853-01-02 07:00:01;1853-02-01 07:00:00;1853-01;5.0;G;;;;;;
1853-01-30 07:00:01;1853-03-01 07:00:00;1853-02;20.0;G;;;;;;
1853-03-02 07:00:01;1853-04-01 07:00:00;1853-03;10.0;G;;;;;;
1853-04-01 07:00:01;1853-05-01 07:00:00;1853-04;10.0;G;;;;;;
1853-05-02 07:00:01;1853-06-01 07:00:00;1853-05;12.0;G;;;;;;
1853-06-01 07:00:01;1853-07-01 07:00:00;1853-06;55.0;G;;;;;;
1853-07-02 07:00:01;1853-08-01 07:00:00;1853-07;22.0;G;;;;;;
1853-08-02 07:00:01;1853-09-01 07:00:00;1853-08;92.0;G;;;;;;
1853-09-01 07:00:01;1853-10-01 07:00:00;1853-09;29.0;G;;;;;;
1853-10-02 07:00:01;1853-11-01 07:00:00;1853-10;39.0;G;;;;;;
1853-11-01 07:00:01;1853-12-01 07:00:00;1853-11;13.0;G;;;;;;
1853-12-02 07:00:01;1854-01-01 07:00:00;1853-12;10.0;G;;;;;;
1854-01-02 07:00:01;1854-02-01 07:00:00;1854-01;10.0;G;;;;;;
1854-01-30 07:00:01;1854-03-01 07:00:00;1854-02;10.0;G;;;;;;
1854-03-02 07:00:01;1854-04-01 07:00:00;1854-03;10.0;G;;;;;;
1854-04-01 07:00:01;1854-05-01 07:00:00;1854-04;11.0;G;;;;;;
1854-05-02 07:00:01;1854-06-01 07:00:00;1854-05;27.0;G;;;;;;
1854-06-01 07:00:01;1854-07-01 07:00:00;1854-06;15.0;G;;;;;;
1854-07-02 07:00:01;1854-08-01 07:00:00;1854-07;55.0;G;;;;;;
1854-08-02 07:00:01;1854-09-01 07:00:00;1854-08;28.0;G;;;;;;
1854-09-01 07:00:01;1854-10-01 07:00:00;1854-09;34.0;G;;;;;;
1854-10-02 07:00:01;1854-11-01 07:00:00;1854-10;30.0;G;;;;;;
1854-11-01 07:00:01;1854-12-01 07:00:00;1854-11;8.0;G;;;;;;
1854-12-02 07:00:01;1855-01-01 07:00:00;1854-12;20.0;G;;;;;;
1855-01-02 07:00:01;1855-02-01 07:00:00;1855-01;33.0;G;;;;;;
1855-01-30 07:00:01;1855-03-01 07:00:00;1855-02;1.0;G;;;;;;
1855-03-02 07:00:01;1855-04-01 07:00:00;1855-03;9.0;G;;;;;;
1855-04-01 07:00:01;1855-05-01 07:00:00;1855-04;27.0;G;;;;;;
1855-05-02 07:00:01;1855-06-01 07:00:00;1855-05;52.0;G;;;;;;
1855-06-01 07:00:01;1855-07-01 07:00:00;1855-06;21.0;G;;;;;;
1855-07-02 07:00:01;1855-08-01 07:00:00;1855-07;55.0;G;;;;;;
1855-08-02 07:00:01;1855-09-01 07:00:00;1855-08;64.0;G;;;;;;
1855-09-01 07:00:01;1855-10-01 07:00:00;1855-09;9.0;G;;;;;;
1855-10-02 07:00:01;1855-11-01 07:00:00;1855-10;54.0;G;;;;;;
1855-11-01 07:00:01;1855-12-01 07:00:00;1855-11;22.0;G;;;;;;
1855-12-02 07:00:01;1856-01-01 07:00:00;1855-12;23.0;G;;;;;;
1856-01-02 07:00:01;1856-02-01 07:00:00;1856-01;30.0;G;;;;;;
1856-01-31 07:00:01;1856-03-01 07:00:00;1856-02;12.0;G;;;;;;
1856-03-02 07:00:01;1856-04-01 07:00:00;1856-03;0.0;G;;;;;;
1856-04-01 07:00:01;1856-05-01 07:00:00;1856-04;13.0;G;;;;;;
1856-05-02 07:00:01;1856-06-01 07:00:00;1856-05;91.0;G;;;;;;
1856-06-01 07:00:01;1856-07-01 07:00:00;1856-06;35.0;G;;;;;;
1856-07-02 07:00:01;1856-08-01 07:00:00;1856-07;49.0;G;;;;;;
1856-08-02 07:00:01;1856-09-01 07:00:00;1856-08;65.0;G;;;;;;
1856-09-01 07:00:01;1856-10-01 07:00:00;1856-09;78.0;G;;;;;;
1856-10-02 07:00:01;1856-11-01 07:00:00;1856-10;13.0;G;;;;;;
1856-11-01 07:00:01;1856-12-01 07:00:00;1856-11;20.0;G;;;;;;
1856-12-02 07:00:01;1857-01-01 07:00:00;1856-12;26.0;G;;;;;;
1857-01-02 07:00:01;1857-02-01 07:00:00;1857-01;14.0;G;;;;;;
1857-01-30 07:00:01;1857-03-01 07:00:00;1857-02;6.0;G;;;;;;
1857-03-02 07:00:01;1857-04-01 07:00:00;1857-03;18.0;G;;;;;;
1857-04-01 07:00:01;1857-05-01 07:00:00;1857-04;29.0;G;;;;;;
1857-05-02 07:00:01;1857-06-01 07:00:00;1857-05;10.0;G;;;;;;
1857-06-01 07:00:01;1857-07-01 07:00:00;1857-06;48.0;G;;;;;;
1857-07-02 07:00:01;1857-08-01 07:00:00;1857-07;103.0;G;;;;;;
1857-08-02 07:00:01;1857-09-01 07:00:00;1857-08;2.0;G;;;;;;
1857-09-01 07:00:01;1857-10-01 07:00:00;1857-09;215.0;G;;;;;;
1857-10-02 07:00:01;1857-11-01 07:00:00;1857-10;50.0;G;;;;;;
1857-11-01 07:00:01;1857-12-01 07:00:00;1857-11;5.0;G;;;;;;
1857-12-02 07:00:01;1858-01-01 07:00:00;1857-12;14.0;G;;;;;;
1858-01-02 07:00:01;1858-02-01 07:00:00;1858-01;11.0;G;;;;;;
1858-01-30 07:00:01;1858-03-01 07:00:00;1858-02;12.0;G;;;;;;
1858-03-02 07:00:01;1858-04-01 07:00:00;1858-03;1.0;G;;;;;;
1858-04-01 07:00:01;1858-05-01 07:00:00;1858-04;16.0;G;;;;;;
1858-05-02 07:00:01;1858-06-01 07:00:00;1858-05;39.0;G;;;;;;
1858-06-01 07:00:01;1858-07-01 07:00:00;1858-06;35.0;G;;;;;;
1858-07-02 07:00:01;1858-08-01 07:00:00;1858-07;71.0;G;;;;;;
1858-08-02 07:00:01;1858-09-01 07:00:00;1858-08;20.0;G;;;;;;
1858-09-01 07:00:01;1858-10-01 07:00:00;1858-09;29.0;G;;;;;;
1858-10-02 07:00:01;1858-11-01 07:00:00;1858-10;26.0;G;;;;;;
1858-11-01 07:00:01;1858-12-01 07:00:00;1858-11;33.0;G;;;;;;
1858-12-02 07:00:01;1859-01-01 07:00:00;1858-12;14.0;G;;;;;;
1859-01-02 07:00:01;1859-02-01 07:00:00;1859-01;18.0;G;;;;;;
1859-01-30 07:00:01;1859-03-01 07:00:00;1859-02;14.0;G;;;;;;
1859-03-02 07:00:01;1859-04-01 07:00:00;1859-03;15.0;G;;;;;;
1859-04-01 07:00:01;1859-05-01 07:00:00;1859-04;34.0;G;;;;;;
1859-05-02 07:00:01;1859-06-01 07:00:00;1859-05;18.0;G;;;;;;
1859-06-01 07:00:01;1859-07-01 07:00:00;1859-06;38.0;G;;;;;;
1859-07-02 07:00:01;1859-08-01 07:00:00;1859-07;24.0;G;;;;;;
1859-08-02 07:00:01;1859-09-01 07:00:00;1859-08;34.0;G;;;;;;
1859-09-01 07:00:01;1859-10-01 07:00:00;1859-09;66.0;G;;;;;;
1859-10-02 07:00:01;1859-11-01 07:00:00;1859-10;24.0;G;;;;;;
1859-11-01 07:00:01;1859-12-01 07:00:00;1859-11;42.0;G;;;;;;
1859-12-02 07:00:01;1860-01-01 07:00:00;1859-12;29.0;G;;;;;;
1860-01-02 07:00:01;1860-02-01 07:00:00;1860-01;40.0;G;;;;;;
1860-01-31 07:00:01;1860-03-01 07:00:00;1860-02;13.0;G;;;;;;
1860-03-02 07:00:01;1860-04-01 07:00:00;1860-03;54.0;G;;;;;;
1860-04-01 07:00:01;1860-05-01 07:00:00;1860-04;13.0;G;;;;;;
1860-05-02 07:00:01;1860-06-01 07:00:00;1860-05;36.0;G;;;;;;
1860-06-01 07:00:01;1860-07-01 07:00:00;1860-06;53.0;G;;;;;;
1860-07-02 07:00:01;1860-08-01 07:00:00;1860-07;29.0;G;;;;;;
1860-08-02 07:00:01;1860-09-01 07:00:00;1860-08;91.0;G;;;;;;
1860-09-01 07:00:01;1860-10-01 07:00:00;1860-09;26.0;G;;;;;;
1860-10-02 07:00:01;1860-11-01 07:00:00;1860-10;65.0;G;;;;;;
1860-11-01 07:00:01;1860-12-01 07:00:00;1860-11;25.0;G;;;;;;
1860-12-02 07:00:01;1861-01-01 07:00:00;1860-12;14.0;G;;;;;;
1861-01-02 07:00:01;1861-02-01 07:00:00;1861-01;5.0;G;;;;;;
1861-01-30 07:00:01;1861-03-01 07:00:00;1861-02;20.0;G;;;;;;
1861-03-02 07:00:01;1861-04-01 07:00:00;1861-03;14.0;G;;;;;;
1861-04-01 07:00:01;1861-05-01 07:00:00;1861-04;3.0;G;;;;;;
1861-05-02 07:00:01;1861-06-01 07:00:00;1861-05;81.0;G;;;;;;
1861-06-01 07:00:01;1861-07-01 07:00:00;1861-06;27.0;G;;;;;;
1861-07-02 07:00:01;1861-08-01 07:00:00;1861-07;57.0;G;;;;;;
1861-08-02 07:00:01;1861-09-01 07:00:00;1861-08;100.0;G;;;;;;
1861-09-01 07:00:01;1861-10-01 07:00:00;1861-09;32.0;G;;;;;;
1861-10-02 07:00:01;1861-11-01 07:00:00;1861-10;3.0;G;;;;;;
1861-11-01 07:00:01;1861-12-01 07:00:00;1861-11;66.0;G;;;;;;
1861-12-02 07:00:01;1862-01-01 07:00:00;1861-12;12.0;G;;;;;;
1862-01-30 07:00:01;1862-03-01 07:00:00;1862-02;11.0;G;;;;;;
1862-03-02 07:00:01;1862-04-01 07:00:00;1862-03;20.0;G;;;;;;
1862-04-01 07:00:01;1862-05-01 07:00:00;1862-04;29.0;G;;;;;;
1862-05-02 07:00:01;1862-06-01 07:00:00;1862-05;41.0;G;;;;;;
1862-06-01 07:00:01;1862-07-01 07:00:00;1862-06;58.0;G;;;;;;
1862-07-02 07:00:01;1862-08-01 07:00:00;1862-07;43.0;G;;;;;;
1862-08-02 07:00:01;1862-09-01 07:00:00;1862-08;16.0;G;;;;;;
1862-09-01 07:00:01;1862-10-01 07:00:00;1862-09;13.0;G;;;;;;
1862-10-02 07:00:01;1862-11-01 07:00:00;1862-10;52.0;G;;;;;;
1862-11-01 07:00:01;1862-12-01 07:00:00;1862-11;31.0;G;;;;;;
1862-12-02 07:00:01;1863-01-01 07:00:00;1862-12;23.0;G;;;;;;
1863-01-02 07:00:01;1863-02-01 07:00:00;1863-01;17.0;G;;;;;;
1863-01-30 07:00:01;1863-03-01 07:00:00;1863-02;5.0;G;;;;;;
1863-03-02 07:00:01;1863-04-01 07:00:00;1863-03;19.0;G;;;;;;
1863-04-01 07:00:01;1863-05-01 07:00:00;1863-04;35.0;G;;;;;;
1863-05-02 07:00:01;1863-06-01 07:00:00;1863-05;20.0;G;;;;;;
1863-06-01 07:00:01;1863-07-01 07:00:00;1863-06;8.0;G;;;;;;
1863-07-02 07:00:01;1863-08-01 07:00:00;1863-07;45.0;G;;;;;;
1863-08-02 07:00:01;1863-09-01 07:00:00;1863-08;38.0;G;;;;;;
1863-09-01 07:00:01;1863-10-01 07:00:00;1863-09;99.0;G;;;;;;
1863-10-02 07:00:01;1863-11-01 07:00:00;1863-10;28.0;G;;;;;;
1863-11-01 07:00:01;1863-12-01 07:00:00;1863-11;29.0;G;;;;;;
1863-12-02 07:00:01;1864-01-01 07:00:00;1863-12;16.0;G;;;;;;
1864-01-02 07:00:01;1864-02-01 07:00:00;1864-01;1.0;G;;;;;;
1864-01-31 07:00:01;1864-03-01 07:00:00;1864-02;10.0;G;;;;;;
1864-03-02 07:00:01;1864-04-01 07:00:00;1864-03;3.0;G;;;;;;
1864-04-01 07:00:01;1864-05-01 07:00:00;1864-04;18.0;G;;;;;;
1864-05-02 07:00:01;1864-06-01 07:00:00;1864-05;7.0;G;;;;;;
1864-06-01 07:00:01;1864-07-01 07:00:00;1864-06;76.0;G;;;;;;
1864-07-02 07:00:01;1864-08-01 07:00:00;1864-07;61.0;G;;;;;;
1864-08-02 07:00:01;1864-09-01 07:00:00;1864-08;81.0;G;;;;;;
1864-09-01 07:00:01;1864-10-01 07:00:00;1864-09;26.0;G;;;;;;
1864-10-02 07:00:01;1864-11-01 07:00:00;1864-10;35.0;G;;;;;;
1864-11-01 07:00:01;1864-12-01 07:00:00;1864-11;15.0;G;;;;;;
1864-12-02 07:00:01;1865-01-01 07:00:00;1864-12;22.0;G;;;;;;
1865-01-02 07:00:01;1865-02-01 07:00:00;1865-01;28.0;G;;;;;;
1865-01-30 07:00:01;1865-03-01 07:00:00;1865-02;4.0;G;;;;;;
1865-03-02 07:00:01;1865-04-01 07:00:00;1865-03;1.0;G;;;;;;
1865-04-01 07:00:01;1865-05-01 07:00:00;1865-04;11.0;G;;;;;;
1865-05-02 07:00:01;1865-06-01 07:00:00;1865-05;47.0;G;;;;;;
1865-06-01 07:00:01;1865-07-01 07:00:00;1865-06;24.0;G;;;;;;
1865-07-02 07:00:01;1865-08-01 07:00:00;1865-07;43.0;G;;;;;;
1865-08-02 07:00:01;1865-09-01 07:00:00;1865-08;96.0;G;;;;;;
1865-09-01 07:00:01;1865-10-01 07:00:00;1865-09;16.0;G;;;;;;
1865-10-02 07:00:01;1865-11-01 07:00:00;1865-10;56.0;G;;;;;;
1865-11-01 07:00:01;1865-12-01 07:00:00;1865-11;50.0;G;;;;;;
1865-12-02 07:00:01;1866-01-01 07:00:00;1865-12;1.0;G;;;;;;
1866-01-02 07:00:01;1866-02-01 07:00:00;1866-01;17.0;G;;;;;;
1866-01-30 07:00:01;1866-03-01 07:00:00;1866-02;27.0;G;;;;;;
1866-03-02 07:00:01;1866-04-01 07:00:00;1866-03;29.0;G;;;;;;
